time,equity
2026-02-23 13:45:00,11140.246592877918
2026-02-23 14:00:00,11140.246592877918
2026-02-23 14:15:00,11140.246592877918
2026-02-23 14:30:00,11140.246592877918
2026-02-23 14:45:00,11140.246592877918
2026-02-23 15:00:00,11140.246592877918
2026-02-23 15:15:00,11140.246592877918
2026-02-23 15:30:00,11140.246592877918
2026-02-23 15:45:00,11140.246592877918
2026-02-23 16:00:00,11140.246592877918
2026-02-23 16:15:00,11140.246592877918
2026-02-23 16:30:00,11140.246592877918
2026-02-23 16:45:00,11140.246592877918
2026-02-23 17:00:00,11140.246592877918
2026-02-23 17:15:00,11140.246592877918
2026-02-23 17:30:00,11140.246592877918
2026-02-23 17:45:00,11140.246592877918
2026-02-23 18:00:00,11140.246592877918
2026-02-23 18:15:00,11140.246592877918
2026-02-23 18:30:00,11140.246592877918
2026-02-23 18:45:00,11140.246592877918
2026-02-23 19:00:00,11140.246592877918
2026-02-23 19:15:00,11140.246592877918
2026-02-23 19:30:00,11140.246592877918
2026-02-23 19:45:00,11140.246592877918
2026-02-23 20:00:00,11140.246592877918
2026-02-23 20:15:00,11140.246592877918
2026-02-23 20:30:00,11140.246592877918
2026-02-23 20:45:00,11140.246592877918
2026-02-23 21:00:00,11140.246592877918
2026-02-23 21:15:00,11140.246592877918
2026-02-23 21:30:00,11140.246592877918
2026-02-23 21:45:00,11140.246592877918
2026-02-23 22:00:00,11140.246592877918
2026-02-23 22:15:00,11140.246592877918
2026-02-23 22:30:00,11140.246592877918
2026-02-23 22:45:00,11140.246592877918
2026-02-23 23:00:00,11140.246592877918
2026-02-23 23:15:00,11140.246592877918
2026-02-23 23:30:00,11140.246592877918
2026-02-23 23:45:00,11140.246592877918
2026-02-24 00:00:00,11140.246592877918
2026-02-24 00:15:00,11140.246592877918
2026-02-24 00:30:00,11140.246592877918
2026-02-24 00:45:00,11140.246592877918
2026-02-24 01:00:00,11140.246592877918
2026-02-24 01:15:00,11140.246592877918
2026-02-24 01:30:00,11140.246592877918
2026-02-24 01:45:00,11140.246592877918
2026-02-24 02:00:00,11140.246592877918
2026-02-24 02:15:00,11140.246592877918
2026-02-24 02:30:00,11140.246592877918
2026-02-24 02:45:00,11140.246592877918
2026-02-24 03:00:00,11140.246592877918
2026-02-24 03:15:00,11140.246592877918
2026-02-24 03:30:00,11140.246592877918
2026-02-24 03:45:00,11140.246592877918
2026-02-24 04:00:00,11140.246592877918
2026-02-24 04:15:00,11140.246592877918
2026-02-24 04:30:00,11140.246592877918
2026-02-24 04:45:00,11140.246592877918
2026-02-24 05:00:00,11140.246592877918
2026-02-24 05:15:00,11140.246592877918
2026-02-24 05:30:00,11140.246592877918
2026-02-24 05:45:00,11140.246592877918
2026-02-24 06:00:00,11140.246592877918
2026-02-24 06:15:00,11140.246592877918
2026-02-24 06:30:00,11140.246592877918
2026-02-24 06:45:00,11140.246592877918
2026-02-24 07:00:00,11140.246592877918
2026-02-24 07:15:00,11140.246592877918
2026-02-24 07:30:00,11140.246592877918
2026-02-24 07:45:00,11140.246592877918
2026-02-24 08:00:00,11140.246592877918
2026-02-24 08:15:00,11140.246592877918
2026-02-24 08:30:00,11140.246592877918
2026-02-24 08:45:00,11140.246592877918
2026-02-24 09:00:00,11140.246592877918
2026-02-24 09:15:00,11140.246592877918
2026-02-24 09:30:00,11140.246592877918
2026-02-24 09:45:00,11140.246592877918
2026-02-24 10:00:00,11140.246592877918
2026-02-24 10:15:00,11140.246592877918
2026-02-24 10:30:00,11140.246592877918
2026-02-24 10:45:00,11140.246592877918
2026-02-24 11:00:00,11140.246592877918
2026-02-24 11:15:00,11140.246592877918
2026-02-24 11:30:00,11140.246592877918
2026-02-24 11:45:00,11140.246592877918
2026-02-24 12:00:00,11140.246592877918
2026-02-24 12:15:00,11140.246592877918
2026-02-24 12:30:00,11140.246592877918
2026-02-24 12:45:00,11140.246592877918
2026-02-24 13:00:00,11140.246592877918
2026-02-24 13:15:00,11140.246592877918
2026-02-24 13:30:00,11140.246592877918
2026-02-24 13:45:00,11140.246592877918
2026-02-24 14:00:00,11140.246592877918
2026-02-24 14:15:00,11140.246592877918
2026-02-24 14:30:00,11140.246592877918
2026-02-24 14:45:00,11140.246592877918
2026-02-24 15:00:00,11140.246592877918
2026-02-24 15:15:00,11140.246592877918
2026-02-24 15:30:00,11140.246592877918
2026-02-24 15:45:00,11140.246592877918
2026-02-24 16:00:00,11140.246592877918
2026-02-24 16:15:00,11140.246592877918
2026-02-24 16:30:00,11140.246592877918
2026-02-24 16:45:00,11140.246592877918
2026-02-24 17:00:00,11140.246592877918
2026-02-24 17:15:00,11140.246592877918
2026-02-24 17:30:00,11140.246592877918
2026-02-24 17:45:00,11140.246592877918
2026-02-24 18:00:00,11140.246592877918
2026-02-24 18:15:00,11140.246592877918
2026-02-24 18:30:00,11140.246592877918
2026-02-24 18:45:00,11140.246592877918
2026-02-24 19:00:00,11140.246592877918
2026-02-24 19:15:00,11140.246592877918
2026-02-24 19:30:00,11140.246592877918
2026-02-24 19:45:00,11140.246592877918
2026-02-24 20:00:00,11140.246592877918
2026-02-24 20:15:00,11140.246592877918
2026-02-24 20:30:00,11140.246592877918
2026-02-24 20:45:00,11140.246592877918
2026-02-24 21:00:00,11140.246592877918
2026-02-24 21:15:00,11140.246592877918
2026-02-24 21:30:00,11140.246592877918
2026-02-24 21:45:00,11140.246592877918
2026-02-24 22:00:00,11140.246592877918
2026-02-24 22:15:00,11140.246592877918
2026-02-24 22:30:00,11140.246592877918
2026-02-24 22:45:00,11140.246592877918
2026-02-24 23:00:00,11140.246592877918
2026-02-24 23:15:00,11140.246592877918
2026-02-24 23:30:00,11140.246592877918
2026-02-24 23:45:00,11140.246592877918
2026-02-25 00:00:00,11140.246592877918
2026-02-25 00:15:00,11140.246592877918
2026-02-25 00:30:00,11140.246592877918
2026-02-25 00:45:00,11140.246592877918
2026-02-25 01:00:00,11140.246592877918
2026-02-25 01:15:00,11140.246592877918
2026-02-25 01:30:00,11140.246592877918
2026-02-25 01:45:00,11140.246592877918
2026-02-25 02:00:00,11140.246592877918
2026-02-25 02:15:00,11140.246592877918
2026-02-25 02:30:00,11140.246592877918
2026-02-25 02:45:00,11140.246592877918
2026-02-25 03:00:00,11140.246592877918
2026-02-25 03:15:00,11140.246592877918
2026-02-25 03:30:00,11140.246592877918
2026-02-25 03:45:00,11140.246592877918
2026-02-25 04:00:00,11140.246592877918
2026-02-25 04:15:00,11140.246592877918
2026-02-25 04:30:00,11140.246592877918
2026-02-25 04:45:00,11140.246592877918
2026-02-25 05:00:00,11140.246592877918
2026-02-25 05:15:00,11140.246592877918
2026-02-25 05:30:00,11140.246592877918
2026-02-25 05:45:00,11140.246592877918
2026-02-25 06:00:00,11140.246592877918
2026-02-25 06:15:00,11140.246592877918
2026-02-25 06:30:00,11140.246592877918
2026-02-25 06:45:00,11140.246592877918
2026-02-25 07:00:00,11140.246592877918
2026-02-25 07:15:00,11140.246592877918
2026-02-25 07:30:00,11140.246592877918
2026-02-25 07:45:00,11140.246592877918
2026-02-25 08:00:00,11140.246592877918
2026-02-25 08:15:00,11140.246592877918
2026-02-25 08:30:00,11140.246592877918
2026-02-25 08:45:00,11140.246592877918
2026-02-25 09:00:00,11140.246592877918
2026-02-25 09:15:00,11140.246592877918
2026-02-25 09:30:00,11140.246592877918
2026-02-25 09:45:00,11140.246592877918
2026-02-25 10:00:00,11140.246592877918
2026-02-25 10:15:00,11140.246592877918
2026-02-25 10:30:00,11140.246592877918
2026-02-25 10:45:00,11140.246592877918
2026-02-25 11:00:00,11140.246592877918
2026-02-25 11:15:00,11140.246592877918
2026-02-25 11:30:00,11140.246592877918
2026-02-25 11:45:00,11140.246592877918
2026-02-25 12:00:00,11140.246592877918
2026-02-25 12:15:00,11140.246592877918
2026-02-25 12:30:00,11140.246592877918
2026-02-25 12:45:00,11140.246592877918
2026-02-25 13:00:00,11140.246592877918
2026-02-25 13:15:00,11140.246592877918
2026-02-25 13:30:00,11140.246592877918
2026-02-25 13:45:00,11140.246592877918
2026-02-25 14:00:00,11140.246592877918
2026-02-25 14:15:00,11140.246592877918
2026-02-25 14:30:00,11140.246592877918
2026-02-25 14:45:00,11140.246592877918
2026-02-25 15:00:00,11140.246592877918
2026-02-25 15:15:00,11140.246592877918
2026-02-25 15:30:00,11140.246592877918
2026-02-25 15:45:00,11140.246592877918
2026-02-25 16:00:00,11140.246592877918
2026-02-25 16:15:00,11140.246592877918
2026-02-25 16:30:00,11140.246592877918
2026-02-25 16:45:00,11140.246592877918
2026-02-25 17:00:00,11140.246592877918
2026-02-25 17:15:00,11140.246592877918
2026-02-25 17:30:00,11140.246592877918
2026-02-25 17:45:00,11140.246592877918
2026-02-25 18:00:00,11140.246592877918
2026-02-25 18:15:00,11140.246592877918
2026-02-25 18:30:00,11140.246592877918
2026-02-25 18:45:00,11140.246592877918
2026-02-25 19:00:00,11140.246592877918
2026-02-25 19:15:00,11140.246592877918
2026-02-25 19:30:00,11140.246592877918
2026-02-25 19:45:00,11140.246592877918
2026-02-25 20:00:00,11140.246592877918
2026-02-25 20:15:00,11140.246592877918
2026-02-25 20:30:00,11140.246592877918
2026-02-25 20:45:00,11140.246592877918
2026-02-25 21:00:00,11140.246592877918
2026-02-25 21:15:00,11140.246592877918
2026-02-25 21:30:00,11140.246592877918
2026-02-25 21:45:00,11140.246592877918
2026-02-25 22:00:00,11140.246592877918
2026-02-25 22:15:00,11140.246592877918
2026-02-25 22:30:00,11140.246592877918
2026-02-25 22:45:00,11140.246592877918
2026-02-25 23:00:00,11140.246592877918
2026-02-25 23:15:00,11140.246592877918
2026-02-25 23:30:00,11140.246592877918
2026-02-25 23:45:00,11140.246592877918
2026-02-26 00:00:00,11140.246592877918
2026-02-26 00:15:00,11140.246592877918
2026-02-26 00:30:00,11140.246592877918
2026-02-26 00:45:00,11140.246592877918
2026-02-26 01:00:00,11140.246592877918
2026-02-26 01:15:00,11140.246592877918
2026-02-26 01:30:00,11140.246592877918
2026-02-26 01:45:00,11140.246592877918
2026-02-26 02:00:00,11140.246592877918
2026-02-26 02:15:00,11140.246592877918
2026-02-26 02:30:00,11140.246592877918
2026-02-26 02:45:00,11140.246592877918
2026-02-26 03:00:00,11140.246592877918
2026-02-26 03:15:00,11140.246592877918
2026-02-26 03:30:00,11140.246592877918
2026-02-26 03:45:00,11140.246592877918
2026-02-26 04:00:00,11140.246592877918
2026-02-26 04:15:00,11140.246592877918
2026-02-26 04:30:00,11140.246592877918
2026-02-26 04:45:00,11140.246592877918
2026-02-26 05:00:00,11140.246592877918
2026-02-26 05:15:00,11140.246592877918
2026-02-26 05:30:00,11140.246592877918
2026-02-26 05:45:00,11140.246592877918
2026-02-26 06:00:00,11140.246592877918
2026-02-26 06:15:00,11140.246592877918
2026-02-26 06:30:00,11140.246592877918
2026-02-26 06:45:00,11140.246592877918
2026-02-26 07:00:00,11140.246592877918
2026-02-26 07:15:00,11140.246592877918
2026-02-26 07:30:00,11140.246592877918
2026-02-26 07:45:00,11140.246592877918
2026-02-26 08:00:00,11140.246592877918
2026-02-26 08:15:00,11140.246592877918
2026-02-26 08:30:00,11140.246592877918
2026-02-26 08:45:00,11140.246592877918
2026-02-26 09:00:00,11140.246592877918
2026-02-26 09:15:00,11140.246592877918
2026-02-26 09:30:00,11140.246592877918
2026-02-26 09:45:00,11140.246592877918
2026-02-26 10:00:00,11140.246592877918
2026-02-26 10:15:00,11140.246592877918
2026-02-26 10:30:00,11140.246592877918
2026-02-26 10:45:00,11140.246592877918
2026-02-26 11:00:00,11140.246592877918
2026-02-26 11:15:00,11140.246592877918
2026-02-26 11:30:00,11140.246592877918
2026-02-26 11:45:00,11140.246592877918
2026-02-26 12:00:00,11140.246592877918
2026-02-26 12:15:00,11140.246592877918
2026-02-26 12:30:00,11140.246592877918
2026-02-26 12:45:00,11140.246592877918
2026-02-26 13:00:00,11140.246592877918
2026-02-26 13:15:00,11140.246592877918
2026-02-26 13:30:00,11140.246592877918
2026-02-26 13:45:00,11140.246592877918
2026-02-26 14:00:00,11140.246592877918
2026-02-26 14:15:00,11140.246592877918
2026-02-26 14:30:00,11140.246592877918
2026-02-26 14:45:00,11140.246592877918
2026-02-26 15:00:00,11140.246592877918
2026-02-26 15:15:00,11140.246592877918
2026-02-26 15:30:00,11140.246592877918
2026-02-26 15:45:00,11140.246592877918
2026-02-26 16:00:00,11140.246592877918
2026-02-26 16:15:00,11140.246592877918
2026-02-26 16:30:00,11140.246592877918
2026-02-26 16:45:00,11140.246592877918
2026-02-26 17:00:00,11140.246592877918
2026-02-26 17:15:00,11140.246592877918
2026-02-26 17:30:00,11140.246592877918
2026-02-26 17:45:00,11140.246592877918
2026-02-26 18:00:00,11140.246592877918
2026-02-26 18:15:00,11140.246592877918
2026-02-26 18:30:00,11140.246592877918
2026-02-26 18:45:00,11140.246592877918
2026-02-26 19:00:00,11140.246592877918
2026-02-26 19:15:00,11140.246592877918
2026-02-26 19:30:00,11140.246592877918
2026-02-26 19:45:00,11140.246592877918
2026-02-26 20:00:00,11140.246592877918
2026-02-26 20:15:00,11140.246592877918
2026-02-26 20:30:00,11140.246592877918
2026-02-26 20:45:00,11140.246592877918
2026-02-26 21:00:00,11140.246592877918
2026-02-26 21:15:00,11140.246592877918
2026-02-26 21:30:00,11140.246592877918
2026-02-26 21:45:00,11140.246592877918
2026-02-26 22:00:00,11140.246592877918
2026-02-26 22:15:00,11140.246592877918
2026-02-26 22:30:00,11140.246592877918
2026-02-26 22:45:00,11140.246592877918
2026-02-26 23:00:00,11140.246592877918
2026-02-26 23:15:00,11140.246592877918
2026-02-26 23:30:00,11140.246592877918
2026-02-26 23:45:00,11140.246592877918
2026-02-27 00:00:00,11140.246592877918
2026-02-27 00:15:00,11140.246592877918
2026-02-27 00:30:00,11140.246592877918
2026-02-27 00:45:00,11140.246592877918
2026-02-27 01:00:00,11140.246592877918
2026-02-27 01:15:00,11140.246592877918
2026-02-27 01:30:00,11140.246592877918
2026-02-27 01:45:00,11140.246592877918
2026-02-27 02:00:00,11140.246592877918
2026-02-27 02:15:00,11140.246592877918
2026-02-27 02:30:00,11140.246592877918
2026-02-27 02:45:00,11140.246592877918
2026-02-27 03:00:00,11140.246592877918
2026-02-27 03:15:00,11140.246592877918
2026-02-27 03:30:00,11140.246592877918
2026-02-27 03:45:00,11140.246592877918
2026-02-27 04:00:00,11140.246592877918
2026-02-27 04:15:00,11140.246592877918
2026-02-27 04:30:00,11140.246592877918
2026-02-27 04:45:00,11140.246592877918
2026-02-27 05:00:00,11140.246592877918
2026-02-27 05:15:00,11140.246592877918
2026-02-27 05:30:00,11140.246592877918
2026-02-27 05:45:00,11140.246592877918
2026-02-27 06:00:00,11140.246592877918
2026-02-27 06:15:00,11140.246592877918
2026-02-27 06:30:00,11140.246592877918
2026-02-27 06:45:00,11140.246592877918
2026-02-27 07:00:00,11140.246592877918
2026-02-27 07:15:00,11140.246592877918
2026-02-27 07:30:00,11140.246592877918
2026-02-27 07:45:00,11140.246592877918
2026-02-27 08:00:00,11140.246592877918
2026-02-27 08:15:00,11140.246592877918
2026-02-27 08:30:00,11140.246592877918
2026-02-27 08:45:00,11140.246592877918
2026-02-27 09:00:00,11140.246592877918
2026-02-27 09:15:00,11140.246592877918
2026-02-27 09:30:00,11140.246592877918
2026-02-27 09:45:00,11140.246592877918
2026-02-27 10:00:00,11140.246592877918
2026-02-27 10:15:00,11140.246592877918
2026-02-27 10:30:00,11140.246592877918
2026-02-27 10:45:00,11140.246592877918
2026-02-27 11:00:00,11140.246592877918
2026-02-27 11:15:00,11140.246592877918
2026-02-27 11:30:00,11140.246592877918
2026-02-27 11:45:00,11140.246592877918
2026-02-27 12:00:00,11140.246592877918
